Id,Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,OffenseCount
10520,,23-X5842401,Property,Cathedral Park,27-05-2023,27,Vandalism,Vandalism,,,,,27-05-2023,1
10521,4600 BLOCK OF N INTERSTATE AVE,23-912393,Property,Overlook,27-05-2023,541,Larceny Offenses,All Other Larceny,45.55647478,-122.6821253,7643224,696526,27-05-2023,1
10522,3900 BLOCK OF SE POWELL BLVD,23-138647,Person,Creston-Kenilworth,27-05-2023,630,Assault Offenses,Simple Assault,45.49734534,-122.6216771,7658136,674562,27-05-2023,1
10523,E BURNSIDE ST / NE 139TH AVE,23-139106,Property,Hazelwood,27-05-2023,1743,Vandalism,Vandalism,45.5224682,-122.5209515,7684184,683057,27-05-2023,1
10524,4800 BLOCK OF NW CORNELL RD,23-912445,Property,Forest Park,27-05-2023,1700,Larceny Offenses,Theft From Motor Vehicle,45.52681308,-122.7274556,7631319,686032,27-05-2023,1
10525,1400 BLOCK OF SW BROADWAY,23-138666,Property,Downtown,27-05-2023,630,Larceny Offenses,Shoplifting,45.51436276,-122.6823881,7642742,681179,27-05-2023,1
10526,NE KNOTT ST / NE RUSSELL ST,23-139006,Property,Wilkes,27-05-2023,1558,Stolen Property Offenses,Stolen Property Offenses,45.54102747,-122.5007601,7689525,689693,27-05-2023,1
10527,500 BLOCK OF NW EVERETT ST,23-138958,Person,Old Town/Chinatown,27-05-2023,1444,Assault Offenses,Simple Assault,45.52516793,-122.6759922,7644487,685073,27-05-2023,1
10528,6500 BLOCK OF SE TENINO ST,23-138793,Property,Brentwood-Darlington,27-05-2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.46411057,-122.5960404,7664393,662277,27-05-2023,1
10529,NE KILLINGSWORTH ST / NE 48TH AVE,23-139175,Society,Cully,27-05-2023,2005,Weapon Law Violations,Weapons Law Violations,45.56276868,-122.6133826,7660886,698352,27-05-2023,1
10530,1500 BLOCK OF NE 40TH AVE,23-139036,Property,Hollywood,27-05-2023,1630,Larceny Offenses,Shoplifting,45.53416377,-122.6223271,7658322,687986,27-05-2023,1
10531,1900 BLOCK OF NW JOHNSON ST,23-138659,Property,Northwest,27-05-2023,721,Motor Vehicle Theft,Motor Vehicle Theft,45.52853683,-122.6914582,7640558,686408,27-05-2023,1
10532,4800 BLOCK OF SE HAWTHORNE BLVD,23-138919,Property,Sunnyside,27-05-2023,300,Larceny Offenses,All Other Larceny,45.51206797,-122.6127289,7660570,679868,27-05-2023,1
10533,16200 BLOCK OF E BURNSIDE ST,23-138401,Person,,27-05-2023,9,Assault Offenses,Aggravated Assault,45.52204126,-122.4959346,7690590,682742,27-05-2023,1
10534,16000 BLOCK OF SE POWELL BLVD,23-138772,Person,Pleasant Valley,27-05-2023,1028,Assault Offenses,Simple Assault,45.49508716,-122.4984009,7689715,672933,27-05-2023,1
10535,3900 BLOCK OF SE POWELL BLVD,23-138647,Property,Creston-Kenilworth,27-05-2023,630,Larceny Offenses,Theft From Building,45.49734534,-122.6216771,7658136,674562,27-05-2023,1
10536,1800 BLOCK OF NE 41ST AVE,23-138888,Property,Hollywood,27-05-2023,1308,Larceny Offenses,Shoplifting,45.53583668,-122.6208788,7658709,688586,27-05-2023,1
10537,15800 BLOCK OF SE STARK ST,23-138909,Property,Glenfair,27-05-2023,2355,Burglary,Burglary,45.51920141,-122.4998974,7689549,681732,27-05-2023,1
10538,5800 BLOCK OF SW BEAVERTON HILLSDALE HWY,23-912420,Property,Bridlemile,27-05-2023,1610,Fraud Offenses,Identity Theft,45.48708958,-122.737183,7628426,671623,27-05-2023,1
10539,900 BLOCK OF N COLUMBIA BLVD,23-138669,Property,Piedmont,27-05-2023,230,Larceny Offenses,All Other Larceny,45.58422151,-122.6766051,7644910,706601,27-05-2023,1
10540,900 BLOCK OF N HAYDEN MEADOWS DR,23-912398,Property,East Columbia,27-05-2023,730,Larceny Offenses,Theft From Motor Vehicle,45.59661779,-122.6767174,7645003,711120,27-05-2023,1
10541,UNKNOWN ADDRESS,23-912417,Property,,27-05-2023,1445,Larceny Offenses,Theft From Motor Vehicle,,,,,27-05-2023,1
10542,1800 BLOCK OF NE 82ND AVE,23-139145,Property,Madison South,27-05-2023,1824,Vandalism,Vandalism,45.53602448,-122.5789147,7669460,688375,27-05-2023,1
10543,9900 BLOCK OF NE SANDY BLVD,23-138852,Person,Parkrose,27-05-2023,1300,Assault Offenses,Aggravated Assault,45.55930398,-122.5602987,7674445,696738,27-05-2023,1
10544,300 BLOCK OF SW PARK AVE,23-138850,Person,Downtown,27-05-2023,1222,Assault Offenses,Simple Assault,45.52195122,-122.6793817,7643587,683924,27-05-2023,1
10545,14600 BLOCK OF SE CARUTHERS ST,23-139095,Person,Centennial,27-05-2023,1727,Assault Offenses,Intimidation,45.50506256,-122.5123922,7686219,676658,27-05-2023,1
10546,6700 BLOCK OF NE ALDERWOOD RD,23-138895,Property,,27-05-2023,1200,Larceny Offenses,Theft From Motor Vehicle,45.57288951,-122.583926,7668523,701845,27-05-2023,1
10547,4700 BLOCK OF N YALE ST,23-912400,Property,University Park,27-05-2023,1010,Burglary,Burglary,45.57510231,-122.7214874,7633332,703590,27-05-2023,1
10548,4700 BLOCK OF SW LURADEL ST,23-138581,Property,West Portland Park,27-05-2023,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.45074908,-122.7258591,7630964,658298,27-05-2023,1
10549,NE SISKIYOU ST / NE 82ND AVE,23-139101,Society,Madison South,27-05-2023,1759,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.54451748,-122.5788236,7669563,691470,27-05-2023,1
10550,1400 BLOCK OF NE WEIDLER ST,23-138804,Property,Lloyd,27-05-2023,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.53428381,-122.6509937,7650980,688224,27-05-2023,1
10551,4000 BLOCK OF SW COLLINS ST,23-912407,Property,Multnomah,27-05-2023,1100,Larceny Offenses,Theft From Motor Vehicle,45.45544091,-122.7184913,7632901,659956,27-05-2023,1
10552,,23-X5842537,Person,Brooklyn,27-05-2023,200,Assault Offenses,Simple Assault,,,,,27-05-2023,1
10553,NE SISKIYOU ST / NE 82ND AVE,23-139101,Society,Madison South,27-05-2023,1759,Weapon Law Violations,Weapons Law Violations,45.54451748,-122.5788236,7669563,691470,27-05-2023,1
10554,,23-X5842205,Person,Portsmouth,27-05-2023,147,Assault Offenses,Aggravated Assault,,,,,27-05-2023,1
10555,10100 BLOCK OF NE GLISAN ST,23-139120,Property,Hazelwood,27-05-2023,1801,Vandalism,Vandalism,45.5263259,-122.5588014,7674522,684708,27-05-2023,1
10556,400 BLOCK OF N ALBERTA ST,23-912432,Property,Humboldt,27-05-2023,1200,Larceny Offenses,All Other Larceny,45.55903977,-122.6705462,7646214,697381,27-05-2023,1
10557,14200 BLOCK OF SE DIVISION ST,23-138771,Property,Centennial,27-05-2023,930,Motor Vehicle Theft,Motor Vehicle Theft,45.50403283,-122.516511,7685154,676309,27-05-2023,1
10558,5800 BLOCK OF SE GLADSTONE ST,23-139406,Property,Foster-Powell,27-05-2023,2313,Burglary,Burglary,45.49325925,-122.6032248,7662827,672949,27-05-2023,1
10559,4500 BLOCK OF NE 102ND AVE,23-138799,Property,Parkrose,27-05-2023,1103,Vandalism,Vandalism,45.55583596,-122.5577047,7675077,695457,27-05-2023,1
10560,,23-X5842257,Person,Old Town/Chinatown,27-05-2023,1938,Assault Offenses,Simple Assault,,,,,27-05-2023,1
10561,1400 BLOCK OF NW JOHNSON ST,23-139029,Property,Pearl,27-05-2023,1622,Larceny Offenses,Shoplifting,45.52864322,-122.6858725,7641990,686408,27-05-2023,1
10562,4800 BLOCK OF NE GLISAN ST,23-138539,Property,North Tabor,27-05-2023,2110,Motor Vehicle Theft,Motor Vehicle Theft,45.52656507,-122.6133347,7660553,685156,27-05-2023,1
10563,3900 BLOCK OF SE POWELL BLVD,23-139079,Property,Creston-Kenilworth,27-05-2023,1719,Burglary,Burglary,45.49734534,-122.6216771,7658136,674562,27-05-2023,1
10564,9800 BLOCK OF SE WASHINGTON ST,23-912415,Property,Hazelwood,27-05-2023,1205,Larceny Offenses,Shoplifting,45.51828266,-122.5618114,7673676,681796,27-05-2023,1
10565,3900 BLOCK OF SE POWELL BLVD,23-139079,Person,Creston-Kenilworth,27-05-2023,1719,Assault Offenses,Simple Assault,45.49734534,-122.6216771,7658136,674562,27-05-2023,1
10566,3900 BLOCK OF SW SHATTUCK RD,23-138759,Property,Bridlemile,27-05-2023,2000,Vandalism,Vandalism,45.49472884,-122.7265603,7631226,674332,27-05-2023,1
10567,,23-X5842322,Person,Portsmouth,27-05-2023,2228,Assault Offenses,Simple Assault,,,,,27-05-2023,1
10568,4800 BLOCK OF SE POWELL BLVD,23-138605,Property,Richmond,27-05-2023,451,Larceny Offenses,Theft From Motor Vehicle,45.49757236,-122.6130832,7660341,674587,27-05-2023,1
10569,1300 BLOCK OF E BURNSIDE ST,23-138663,Property,Kerns,27-05-2023,726,Vandalism,Vandalism,45.52294759,-122.6522855,7650539,684101,27-05-2023,1
10570,2500 BLOCK OF NW SAVIER ST,23-138691,Property,Northwest,27-05-2023,805,Fraud Offenses,Identity Theft,45.53472905,-122.7038113,7637455,688751,27-05-2023,1
10571,2500 BLOCK OF NW SAVIER ST,23-138691,Property,Northwest,27-05-2023,805,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.53472905,-122.7038113,7637455,688751,27-05-2023,1
10572,5300 BLOCK OF NE 33RD AVE,23-139015,Property,Concordia,27-05-2023,1515,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10573,5300 BLOCK OF NE 33RD AVE,23-139046,Property,Concordia,27-05-2023,1459,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10574,6200 BLOCK OF N CECELIA ST,23-138999,Person,St Johns,27-05-2023,1548,Assault Offenses,Aggravated Assault,45.59305747,-122.7293972,7631488,710190,27-05-2023,2
10575,5300 BLOCK OF NE 33RD AVE,23-139047,Property,Concordia,27-05-2023,1542,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10576,5300 BLOCK OF NE 33RD AVE,23-139048,Property,Concordia,27-05-2023,1227,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10577,5300 BLOCK OF NE 33RD AVE,23-139254,Property,Concordia,27-05-2023,2026,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10578,5300 BLOCK OF NE 33RD AVE,23-912424,Property,Concordia,27-05-2023,2055,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10579,,23-X5842321,Person,Cully,27-05-2023,2207,Assault Offenses,Simple Assault,,,,,27-05-2023,1
10580,5300 BLOCK OF NE 33RD AVE,23-912440,Property,Concordia,27-05-2023,1759,Larceny Offenses,Shoplifting,45.56141121,-122.6305952,7656466,697973,27-05-2023,1
10581,NW OVERTON ST / NW 14TH AVE,23-138768,Property,Pearl,27-05-2023,2300,Motor Vehicle Theft,Motor Vehicle Theft,45.53217294,-122.6855126,7642117,687692,27-05-2023,1
10582,100 BLOCK OF NE 45TH AVE,23-138667,Property,North Tabor,27-05-2023,100,Vandalism,Vandalism,45.52433618,-122.616226,7659791,684363,27-05-2023,1
10583,2300 BLOCK OF SE 130TH AVE,23-139187,Person,Mill Park,27-05-2023,1911,Assault Offenses,Aggravated Assault,45.50561393,-122.5300164,7681707,676972,27-05-2023,1
10584,5300 BLOCK OF NE 36TH AVE,23-138820,Property,Concordia,27-05-2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.56167885,-122.6266605,7657476,698044,27-05-2023,1
10585,1000 BLOCK OF NE MULTNOMAH ST,23-139414,Person,Lloyd,27-05-2023,2319,Assault Offenses,Simple Assault,45.53144733,-122.6550709,7649908,687218,27-05-2023,1
10586,,23-X5842327,Person,Northwest,27-05-2023,2122,Assault Offenses,Aggravated Assault,,,,,27-05-2023,1
10587,,23-X5842789,Person,Hayden Island,27-05-2023,1416,Sex Offenses,Sexual Assault With An Object,,,,,27-05-2023,1
10588,600 BLOCK OF SW KINGSTON AVE,23-912431,Property,Arlington Heights,27-05-2023,1630,Larceny Offenses,Theft From Motor Vehicle,45.51913614,-122.7068397,7636524,683089,27-05-2023,1
10589,1000 BLOCK OF SW JEFFERSON ST,23-912411,Property,Downtown,27-05-2023,2030,Larceny Offenses,All Other Larceny,45.51610853,-122.6848007,7642141,681832,27-05-2023,1
10590,SW 4TH AVE / SW HARVEY MILK ST,23-138346,Property,Downtown,27-05-2023,2100,Larceny Offenses,Theft From Motor Vehicle,45.52052721,-122.6754748,7644574,683378,27-05-2023,1
10591,9400 BLOCK OF N GILBERT AVE,23-138540,Property,St Johns,27-05-2023,236,Vandalism,Vandalism,45.59188662,-122.733181,7630508,709790,27-05-2023,1
10592,8000 BLOCK OF SE ASPEN SUMMIT DR,23-138730,Property,Lents,27-05-2023,800,Larceny Offenses,Theft From Motor Vehicle,45.46467683,-122.5631186,7672842,662266,27-05-2023,1
10593,,23-X5842324,Person,Hazelwood,27-05-2023,2316,Assault Offenses,Simple Assault,,,,,27-05-2023,2
10594,1100 BLOCK OF N HAYDEN MEADOWS DR,23-912412,Property,East Columbia,27-05-2023,1420,Larceny Offenses,Shoplifting,45.59431951,-122.6785559,7644510,710295,27-05-2023,1
10595,SW 9TH AVE / SW HARVEY MILK ST,23-912435,Property,Downtown,27-05-2023,1400,Larceny Offenses,Theft From Motor Vehicle,45.52175725,-122.6800611,7643411,683858,27-05-2023,1
10596,SW 45TH AVE / SW VERMONT ST,23-912437,Property,Hayhurst,27-05-2023,1400,Larceny Offenses,Theft From Motor Vehicle,45.47623641,-122.7231408,7631917,667568,27-05-2023,1
10597,W BURNSIDE ST / NW 6TH AVE,23-139435,Property,Old Town/Chinatown,27-05-2023,1730,Motor Vehicle Theft,Motor Vehicle Theft,45.52306273,-122.6764696,7644344,684309,27-05-2023,1
10598,11800 BLOCK OF SE POWELL BLVD,23-139424,Person,Powellhurst-Gilbert,27-05-2023,2335,Assault Offenses,Simple Assault,45.49699882,-122.5414901,7678687,673906,27-05-2023,1
10599,0 BLOCK OF NE 3RD AVE,23-912436,Property,Kerns,27-05-2023,1430,Larceny Offenses,Theft From Motor Vehicle,45.52330441,-122.6627984,7647849,684303,27-05-2023,1
10600,5200 BLOCK OF NE SANDY BLVD,23-912408,Property,Rose City Park,27-05-2023,400,Burglary,Burglary,45.54045661,-122.6091161,7661766,690191,27-05-2023,1
10601,2700 BLOCK OF SE 92ND AVE,23-139391,Property,Powellhurst-Gilbert,27-05-2023,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.5022165,-122.5682081,7671887,675982,27-05-2023,1
10602,1100 BLOCK OF NW EVERETT ST,23-912403,Property,Pearl,27-05-2023,1715,Larceny Offenses,Shoplifting,45.52513117,-122.6827044,7642767,685106,27-05-2023,1
10603,SW JEFFERSON ST / SW 1ST AVE,23-138418,Person,Downtown,27-05-2023,6,Assault Offenses,Simple Assault,45.51372787,-122.6757919,7644426,680902,27-05-2023,1
10604,5200 BLOCK OF SE 37TH AVE,23-138776,Society,Reed,27-05-2023,1202,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.48504361,-122.6247515,7657230,670099,27-05-2023,1
10605,11900 BLOCK OF SE ASH ST,23-139180,Property,Hazelwood,27-05-2023,1902,Burglary,Burglary,45.52104083,-122.5399347,7679307,682659,27-05-2023,1
10606,600 BLOCK OF SW 3RD AVE,23-912397,Property,Downtown,27-05-2023,2010,Larceny Offenses,Theft From Motor Vehicle,45.51860233,-122.6754127,7644571,682676,27-05-2023,1
10607,3000 BLOCK OF NE SANDY BLVD,23-912423,Property,Kerns,27-05-2023,2052,Larceny Offenses,Shoplifting,45.53047578,-122.6336189,7655394,686718,27-05-2023,1
10608,16200 BLOCK OF E BURNSIDE ST,23-138401,Society,,27-05-2023,9,Weapon Law Violations,Weapons Law Violations,45.52204126,-122.4959346,7690590,682742,27-05-2023,1
10609,0 BLOCK OF NE TILLAMOOK ST,23-138584,Property,Eliot,27-05-2023,2030,Motor Vehicle Theft,Motor Vehicle Theft,45.53799647,-122.6654313,7647318,689676,27-05-2023,1
10610,1100 BLOCK OF NW 12TH AVE,23-912429,Property,Pearl,27-05-2023,1421,Larceny Offenses,All Other Larceny,45.53114091,-122.6833688,7642656,687301,27-05-2023,1
10611,9500 BLOCK OF SE TENINO CT,23-138658,Property,Lents,27-05-2023,2100,Motor Vehicle Theft,Motor Vehicle Theft,45.46293116,-122.564685,7672424,661640,27-05-2023,1
10612,,23-X5842318,Person,Laurelhurst,27-05-2023,2125,Sex Offenses,Fondling,,,,,27-05-2023,1
10613,,23-X5842279,Person,Lents,27-05-2023,212,Assault Offenses,Simple Assault,,,,,27-05-2023,2
10614,,23-X5842357,Person,Glenfair,27-05-2023,1625,Assault Offenses,Aggravated Assault,,,,,27-05-2023,1
10615,600 BLOCK OF SW OAK ST,23-912410,Property,Downtown,27-05-2023,2300,Larceny Offenses,Theft From Motor Vehicle,45.52183793,-122.6776873,7644020,683871,27-05-2023,1
10616,10600 BLOCK OF SE DIVISION ST,23-138591,Property,Powellhurst-Gilbert,27-05-2023,420,Robbery,Robbery,45.50416333,-122.5538974,7675573,676598,27-05-2023,1
10617,2100 BLOCK OF NW SAVIER ST,23-912401,Property,Northwest,27-05-2023,1040,Larceny Offenses,Theft From Building,45.53489429,-122.6957521,7639521,688755,27-05-2023,1
10618,N CRAWFORD ST / N RICHMOND AVE,23-138932,Person,Cathedral Park,27-05-2023,1400,Assault Offenses,Simple Assault,45.58445417,-122.7539924,7625107,707229,27-05-2023,1
10619,10400 BLOCK OF SW CAPITOL HWY,23-912402,Property,West Portland Park,27-05-2023,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.45038764,-122.7235567,7631551,658150,27-05-2023,1
10620,2100 BLOCK OF NE WASCO ST,23-912443,Property,Sullivan's Gulch,27-05-2023,745,Vandalism,Vandalism,45.53220737,-122.6439195,7652772,687419,27-05-2023,1
10621,NW 22ND AVE / NW DAVIS ST,23-912434,Property,Northwest,27-05-2023,1554,Larceny Offenses,Theft From Motor Vehicle,45.52412457,-122.696366,7639257,684834,27-05-2023,1
10622,N ARGYLE ST / N INTERSTATE AVE,23-138727,Property,Kenton,27-05-2023,2000,Motor Vehicle Theft,Motor Vehicle Theft,45.58454047,-122.6869836,7642257,706789,27-05-2023,1
10623,NE GLISAN ST / NE 102ND AVE,23-138991,Person,Hazelwood,27-05-2023,1534,Assault Offenses,Aggravated Assault,45.5262717,-122.5581515,7674688,684684,27-05-2023,1
10624,6800 BLOCK OF N PORTSMOUTH AVE,23-138929,Property,University Park,27-05-2023,1354,Motor Vehicle Theft,Motor Vehicle Theft,45.57713033,-122.7281305,7631652,704376,27-05-2023,1
10625,NW 21ST AVE / NW GLISAN ST,23-138594,Society,Northwest,27-05-2023,430,Weapon Law Violations,Weapons Law Violations,45.52629908,-122.6944204,7639777,685613,27-05-2023,1
10626,NE GRAND AVE / E BURNSIDE ST,23-912396,Property,Kerns,27-05-2023,814,Larceny Offenses,Theft From Motor Vehicle,45.52293219,-122.6607078,7648381,684153,27-05-2023,1
10627,500 BLOCK OF SW WASHINGTON ST,23-138728,Property,Downtown,27-05-2023,1400,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.52022752,-122.6773913,7644080,683282,27-05-2023,1
10628,3500 BLOCK OF SW BEAVERTON HILLSDALE HWY,23-912399,Property,Hayhurst,27-05-2023,125,Larceny Offenses,Theft From Motor Vehicle,45.48304735,-122.7134339,7634474,669982,27-05-2023,1
10629,10300 BLOCK OF NE PACIFIC ST,23-138715,Property,Hazelwood,27-05-2023,2200,Motor Vehicle Theft,Motor Vehicle Theft,45.52903136,-122.5561789,7675219,685677,27-05-2023,1
10630,200 BLOCK OF SW MORRISON ST,23-138992,Property,Downtown,27-05-2023,1536,Larceny Offenses,Shoplifting,45.51816252,-122.6750212,7644667,682513,27-05-2023,1
10631,200 BLOCK OF SW MORRISON ST,23-139020,Person,Downtown,27-05-2023,1612,Assault Offenses,Simple Assault,45.51816252,-122.6750212,7644667,682513,27-05-2023,1
10632,SE HAWTHORNE BLVD / SE CESAR E CHAVEZ BLVD,23-139284,Property,Sunnyside,27-05-2023,1930,Motor Vehicle Theft,Motor Vehicle Theft,45.51204376,-122.6228233,7657983,679927,27-05-2023,1
10633,2000 BLOCK OF NE COLUMBIA BLVD,23-138665,Property,Woodlawn,27-05-2023,730,Burglary,Burglary,45.57663618,-122.6444306,7653071,703616,27-05-2023,1
10634,9100 BLOCK OF NE HOYT ST,23-912413,Property,Montavilla,27-05-2023,2300,Vandalism,Vandalism,45.52702127,-122.5692718,7671846,685030,27-05-2023,1
10635,8100 BLOCK OF SE STARK ST,23-138737,Person,Montavilla,27-05-2023,515,Assault Offenses,Aggravated Assault,45.51918766,-122.5804018,7668921,682248,27-05-2023,1
10636,12600 BLOCK OF SE STARK ST,23-138826,Property,Hazelwood,27-05-2023,100,Motor Vehicle Theft,Motor Vehicle Theft,45.51909343,-122.5332497,7681002,681906,27-05-2023,1
10637,600 BLOCK OF NW 10TH AVE,23-139117,Property,Pearl,27-05-2023,1758,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,27-05-2023,1
10638,10800 BLOCK OF SE STARK ST,23-139368,Property,Mill Park,27-05-2023,2233,Larceny Offenses,Theft From Building,45.51897228,-122.5522553,7676131,681985,27-05-2023,1
10639,SE STARK ST / SE 151ST AVE,23-138307,Society,Glenfair,27-05-2023,2323,Weapon Law Violations,Weapons Law Violations,45.5191539,-122.5081265,7687440,681767,27-05-2023,1
10640,600 BLOCK OF SW PINE ST,23-912457,Property,Downtown,27-05-2023,2230,Vandalism,Vandalism,45.52256208,-122.6772623,7644136,684132,27-05-2023,1
10641,12700 BLOCK OF NE WHITAKER WAY,23-138696,Property,Argay,27-05-2023,821,Burglary,Burglary,45.56085457,-122.5317467,7681770,697118,27-05-2023,1
10642,12700 BLOCK OF NE WHITAKER WAY,23-138696,Property,Argay,27-05-2023,821,Motor Vehicle Theft,Motor Vehicle Theft,45.56085457,-122.5317467,7681770,697118,27-05-2023,1
10643,5300 BLOCK OF NE SACRAMENTO ST,23-138806,Property,Rose City Park,27-05-2023,1900,Motor Vehicle Theft,Motor Vehicle Theft,45.54006133,-122.6083791,7661951,690042,27-05-2023,1
10644,100 BLOCK OF SE MARKET ST,23-138822,Property,Hosford-Abernethy,27-05-2023,1140,Larceny Offenses,Purse-Snatching,45.51081652,-122.6641881,7647371,679761,27-05-2023,1
10645,,23-X5842784,Person,Madison South,27-05-2023,600,Sex Offenses,Rape,,,,,27-05-2023,1
10646,600 BLOCK OF NW 10TH AVE,23-138970,Property,Pearl,27-05-2023,1456,Larceny Offenses,Shoplifting,45.52760963,-122.681211,7643174,685999,27-05-2023,1
10647,100 BLOCK OF SW COLUMBIA ST,23-912394,Property,Downtown,27-05-2023,845,Vandalism,Vandalism,45.5131578,-122.6766286,7644206,680700,27-05-2023,1
10648,,23-X5842288,Person,St Johns,27-05-2023,815,Assault Offenses,Simple Assault,,,,,27-05-2023,1
10649,2200 BLOCK OF NW SAVIER ST,23-912416,Property,Northwest,27-05-2023,2300,Larceny Offenses,Theft From Motor Vehicle,45.53476222,-122.6977809,7639000,688721,27-05-2023,1
